Event	ID	Name			Wwise Object Path	Notes
	100151336	Ambient_Campfire_Stop			\Default Work Unit\SFX\Ambient\3D Emitters\Continuous\Ambient_Campfire_Stop	
	120976108	Ambient_Torch			\Default Work Unit\SFX\Ambient\3D Emitters\Continuous\Ambient_Torch	
	808893336	UI_QuestRoll_Close			\Default Work Unit\SFX\UI\Quest Roll\Quest Roll\UI_QuestRoll_Close	
	949395292	UI_QuestRoll_Open			\Default Work Unit\SFX\UI\Quest Roll\Quest Roll\UI_QuestRoll_Open	
	2199611969	UI_Inventory_Open			\Default Work Unit\SFX\UI\Inventory\UI_Inventory_Open	
	2278290679	UI_Inventory_Close			\Default Work Unit\SFX\UI\Inventory\UI_Inventory_Close	
	2355650095	Ambient_Crystal_Hum			\Default Work Unit\SFX\Ambient\3D Emitters\Continuous\Ambient_Crystal_Hum	
	2453392179	Player_Footstep			\Default Work Unit\SFX\Player\Player_Footstep	
	3664581270	Ambient_Campfire_Play			\Default Work Unit\SFX\Ambient\3D Emitters\Continuous\Ambient_Campfire_Play	
	3741135221	Music_Region			\Default Work Unit\Music\Music_Region	
	3749307760	UI_Inventory_Roll			\Default Work Unit\SFX\UI\Inventory\UI_Inventory_Roll	
	4254124015	Destruction_Container			\Default Work Unit\SFX\Destruction\Destruction_Container	
	4275106484	Ambient_Lava			\Default Work Unit\SFX\Ambient\3D Emitters\Continuous\Ambient_Lava	

Switch Group	ID	Name			Wwise Object Path	Notes
	2471758783	Player_MovementSpeed			\Default Work Unit\Player_MovementSpeed	
	4064446173	Surface_Type			\Default Work Unit\Surface_Type	

Switch	ID	Name	Switch Group			Notes
	712161704	Run	Player_MovementSpeed			
	2108779966	Walk	Player_MovementSpeed			
	286660663	Rubble	Surface_Type			
	389757836	Agent	Surface_Type			
	442447909	Barrel	Surface_Type			
	582824249	Leaves	Surface_Type			
	803837735	Sand	Surface_Type			
	1216965916	Stone	Surface_Type			
	1647104456	Enemy_EvilCrawler	Surface_Type			
	2058049674	Wood	Surface_Type			
	2195636714	Dirt	Surface_Type			
	2473969246	Metal	Surface_Type			
	2654748154	Water	Surface_Type			
	3065846598	Enemy_EvilHead	Surface_Type			
	3098439042	Crate	Surface_Type			
	3276966729	Enemy_EvilSpitPlant	Surface_Type			
	3444057113	Crystal	Surface_Type			
	4248645337	Grass	Surface_Type			

State Group	ID	Name			Wwise Object Path	Notes
	2106907484	Music_Regions			\Default Work Unit\Music_Regions	

State	ID	Name	State Group			Notes
	608898761	Dungeon	Music_Regions			
	748895195	None	Music_Regions			
	1421251628	Woodlands	Music_Regions			
	1850388778	Desert	Music_Regions			
	3132368115	WwizardHouse	Music_Regions			
	3160623154	Silent	Music_Regions			
	3424056949	Nowhere	Music_Regions			
	3945572659	Village	Music_Regions			
	4122393694	Cave	Music_Regions			

Game Parameter	ID	Name			Wwise Object Path	Notes
	1333239961	MenuSlider_Master_Volume			\Default Work Unit\MenuSlider_Master_Volume	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	112014480	BAS_Player_Footstep_rubble_run_06	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Run\Rubble\BAS_Player_Footstep_rubble_run_06_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Run\Rubble\BAS_Player_Footstep_rubble_run_06		25928
	118016358	BAS_Player_Footstep_water_run_01	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Run\Water\BAS_Player_Footstep_water_run_01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Run\Water\BAS_Player_Footstep_water_run_01		26756
	119516851	BAS_Player_Footstep_stone_run_06	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Run\Stone\BAS_Player_Footstep_stone_run_06_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Run\Stone\BAS_Player_Footstep_stone_run_06		25928
	122608484	BAS_Player_Footstep_wood_walk_03	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Walk\Wood\BAS_Player_Footstep_wood_walk_03_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Walk\Wood\BAS_Player_Footstep_wood_walk_03		48070
	137742193	BAS_QuestRoll_Open	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\BAS_QuestRoll_Open_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\Quest Roll\BAS_QuestRoll_Open		104510
	156169872	BAS_Player_Footstep_water_walk_01	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Walk\Water\BAS_Player_Footstep_water_walk_01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Walk\Water\BAS_Player_Footstep_water_walk_01		47220
	173495505	BAS_Player_Footstep_wood_run_06	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Run\Wood\BAS_Player_Footstep_wood_run_06_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Run\Wood\BAS_Player_Footstep_wood_run_06		25928
	186736198	BAS_Lava	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Ambient_Emitters\BAS_Lava_FBC78EF0.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambient_Emitters\BAS_Lava		1228896
	196314163	BAS_Player_Footstep_dirt_run_01	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Run\Dirt\BAS_Player_Footstep_dirt_run_01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Run\Dirt\BAS_Player_Footstep_dirt_run_01		26756
	204486475	BAS_Player_Footstep_wood_walk_02	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Walk\Wood\BAS_Player_Footstep_wood_walk_02_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Walk\Wood\BAS_Player_Footstep_wood_walk_02		51004
	217383042	BAS_Player_Footstep_rubble_run_04	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Run\Rubble\BAS_Player_Footstep_rubble_run_04_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Run\Rubble\BAS_Player_Footstep_rubble_run_04		26120
	218208346	BAS_Player_Footstep_water_run_06	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Run\Water\BAS_Player_Footstep_water_run_06_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Run\Water\BAS_Player_Footstep_water_run_06		25928
	218341089	BAS_Player_Footstep_stone_walk_03	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Walk\Stone\BAS_Player_Footstep_stone_walk_03_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Walk\Stone\BAS_Player_Footstep_stone_walk_03		48070
	246561640	BAS_Crate_Destroy_05	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Destruction\BAS_Crate_Destroy_05_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Destruction\Destruction\Crate\BAS_Crate_Destroy_05		96650
	255709959	BAS_Player_Footstep_sand_walk_05	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Walk\Sand\BAS_Player_Footstep_sand_walk_05_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Walk\Sand\BAS_Player_Footstep_sand_walk_05		23480
	259341508	BAS_Player_Footstep_sand_run_01	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Run\Sand\BAS_Player_Footstep_sand_run_01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Run\Sand\BAS_Player_Footstep_sand_run_01		29200
	278193206	BAS_Player_Footstep_sand_run_04	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Run\Sand\BAS_Player_Footstep_sand_run_04_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Run\Sand\BAS_Player_Footstep_sand_run_04		27134
	284719067	BAS_Player_Footstep_stone_walk_04	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Walk\Stone\BAS_Player_Footstep_stone_walk_04_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Walk\Stone\BAS_Player_Footstep_stone_walk_04		45328
	285228896	BAS_Player_Footstep_dirt_walk_06	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Walk\Dirt\BAS_Player_Footstep_dirt_walk_06_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Walk\Dirt\BAS_Player_Footstep_dirt_walk_06		47032
	285738892	BAS_Player_Footstep_rubble_run_02	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Run\Rubble\BAS_Player_Footstep_rubble_run_02_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Run\Rubble\BAS_Player_Footstep_rubble_run_02		25456
	291615616	BAS_Player_Footstep_grass_run_04	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Run\Grass\BAS_Player_Footstep_grass_run_04_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Run\Grass\BAS_Player_Footstep_grass_run_04		26120
	309794354	BAS_Player_Footstep_grass_walk_02	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Walk\Grass\BAS_Player_Footstep_grass_walk_02_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Walk\Grass\BAS_Player_Footstep_grass_walk_02		51004
	321852647	BAS_Player_Footstep_sand_walk_04	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Walk\Sand\BAS_Player_Footstep_sand_walk_04_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Walk\Sand\BAS_Player_Footstep_sand_walk_04		26822
	328765817	BAS_Player_Footstep_stone_run_02	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Run\Stone\BAS_Player_Footstep_stone_run_02_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Run\Stone\BAS_Player_Footstep_stone_run_02		25456
	355779963	BAS_Player_Footstep_stone_walk_05	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Walk\Stone\BAS_Player_Footstep_stone_walk_05_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Walk\Stone\BAS_Player_Footstep_stone_walk_05		47410
	358210084	BAS_Player_Footstep_water_run_02	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Run\Water\BAS_Player_Footstep_water_run_02_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Run\Water\BAS_Player_Footstep_water_run_02		25456
	414671990	BAS_Player_Footstep_grass_run_03	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Run\Grass\BAS_Player_Footstep_grass_run_03_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Run\Grass\BAS_Player_Footstep_grass_run_03		26496
	426888735	BAS_Player_Footstep_rubble_walk_04	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Walk\Rubble\BAS_Player_Footstep_rubble_walk_04_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Walk\Rubble\BAS_Player_Footstep_rubble_walk_04		45328
	435980451	BAS_Player_Footstep_grass_run_02	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Run\Grass\BAS_Player_Footstep_grass_run_02_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Run\Grass\BAS_Player_Footstep_grass_run_02		25456
	445334222	BAS_Player_Footstep_dirt_run_06	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Run\Dirt\BAS_Player_Footstep_dirt_run_06_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Run\Dirt\BAS_Player_Footstep_dirt_run_06		25928
	456124237	BAS_Player_Footstep_wood_run_01	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Run\Wood\BAS_Player_Footstep_wood_run_01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Run\Wood\BAS_Player_Footstep_wood_run_01		26756
	481186486	BAS_Player_Footstep_sand_run_06	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Run\Sand\BAS_Player_Footstep_sand_run_06_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Run\Sand\BAS_Player_Footstep_sand_run_06		24368
	484124597	BAS_Player_Footstep_wood_run_02	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Run\Wood\BAS_Player_Footstep_wood_run_02_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Run\Wood\BAS_Player_Footstep_wood_run_02		25456
	517379074	BAS_Torch1	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Ambient_Emitters\BAS_Torch_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambient_Emitters\BAS_Torch1		448524
	521092919	BAS_Player_Footstep_rubble_walk_03	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Walk\Rubble\BAS_Player_Footstep_rubble_walk_03_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Walk\Rubble\BAS_Player_Footstep_rubble_walk_03		48070
	527352169	BAS_Player_Footstep_rubble_run_03	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Run\Rubble\BAS_Player_Footstep_rubble_run_03_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Run\Rubble\BAS_Player_Footstep_rubble_run_03		26496
	542326461	BAS_Crate_Destroy_03	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Destruction\BAS_Crate_Destroy_03_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Destruction\Destruction\Crate\BAS_Crate_Destroy_03		126798
	552723955	BAS_Player_Footstep_dirt_run_02	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Run\Dirt\BAS_Player_Footstep_dirt_run_02_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Run\Dirt\BAS_Player_Footstep_dirt_run_02		25456
	568178373	BAS_Player_Footstep_grass_walk_03	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Walk\Grass\BAS_Player_Footstep_grass_walk_03_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Walk\Grass\BAS_Player_Footstep_grass_walk_03		48070
	579152351	BAS_Player_Footstep_stone_walk_02	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Walk\Stone\BAS_Player_Footstep_stone_walk_02_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Walk\Stone\BAS_Player_Footstep_stone_walk_02		51004
	586213534	BAS_Player_Footstep_rubble_walk_02	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Walk\Rubble\BAS_Player_Footstep_rubble_walk_02_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Walk\Rubble\BAS_Player_Footstep_rubble_walk_02		51004
	592317565	BAS_Player_Footstep_grass_run_01	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Run\Grass\BAS_Player_Footstep_grass_run_01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Run\Grass\BAS_Player_Footstep_grass_run_01		26756
	598277297	BAS_Player_Footstep_grass_walk_01	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Walk\Grass\BAS_Player_Footstep_grass_walk_01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Walk\Grass\BAS_Player_Footstep_grass_walk_01		47220
	614793357	BAS_Player_Footstep_sand_run_03	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Run\Sand\BAS_Player_Footstep_sand_run_03_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Run\Sand\BAS_Player_Footstep_sand_run_03		29164
	629231586	BAS_Crate_Destroy_04	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Destruction\BAS_Crate_Destroy_04_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Destruction\Destruction\Crate\BAS_Crate_Destroy_04		146658
	633391822	BAS_Inventory_Close	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\BAS_Inventory_Close_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\Inventory\BAS_Inventory_Close		46656
	649199413	BAS_Player_Footstep_stone_run_01	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Run\Stone\BAS_Player_Footstep_stone_run_01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Run\Stone\BAS_Player_Footstep_stone_run_01		26756
	652918473	Nowhere_120BPM_4_4_L8M_P0	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\Voices\English(US)\Music\Explore\Nowhere_120BPM_4_4_L8M_P0_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Explore\Explore\Nowhere\Nowhere_120BPM_4_4_L8M_P0\Nowhere_120BPM_4_4_L8M_P0		3072160
	672914665	BAS_Player_Footstep_sand_run_05	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\SFX\Footsteps\Run\Sand\BAS_Player_Footstep_sand_run_05_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Player_Footstep\Run\Sand\BAS_Player_Footstep_sand_run_05		25748
	674770132	Cave_Silent_WwizardHouse_120BPM_L8M_P0	C:\Users\julia\OneDrive\Documents\GitHub\WwiseAudioProject\WwiseProject\.cache\Windows\Voices\English(US)\Music\Explore\Cave_Silent_WwizardHouse_120BPM_L8M_P0_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Explore\Explore\Cave\Cave_Silent_WwizardHouse_120BPM_L8M_P0\Cave_Silent_WwizardHouse_120BPM_L8M_P0		1728096
